iter	Logloss
134	0.2389740208
135	0.2386903163
136	0.2382894897
137	0.2380634199
138	0.2375639125
139	0.2372855268
140	0.2369661168
141	0.2366392735
142	0.2364825875
143	0.236246861
144	0.2360223389
145	0.2356963893
146	0.2353346034
147	0.2350502014
148	0.2348199899
149	0.2345368086
150	0.2344747489
151	0.2340413339
152	0.2337030901
153	0.2334454128
154	0.2332186454
155	0.2329076712
156	0.2326146589
157	0.2322791399
158	0.2319869123
159	0.231683088
160	0.2315830558
161	0.2314254761
162	0.2312689427
163	0.2311000061
164	0.2308998544
165	0.2305167062
166	0.2304082816
167	0.2301097761
168	0.2300699506
169	0.229941755
170	0.229679718
171	0.2294106184
172	0.229007176
173	0.2287450082
174	0.2284935652
175	0.2284173148
176	0.2282725743
177	0.2282010106
178	0.2278788539
179	0.2277352033
180	0.2275405448
181	0.2272392927
182	0.2269609506
183	0.226801409
184	0.2265556553
185	0.2262634713
186	0.2261427307
187	0.2259018162
188	0.2256832668
189	0.2255536325
190	0.225410723
191	0.2252608817
192	0.2250424412
193	0.2248495265
194	0.2245761762
195	0.2245209176
196	0.2243410819
197	0.2241120257
198	0.2239805385
199	0.2237468175
200	0.2235927255
201	0.2233669172
202	0.2232138933
203	0.2230246626
204	0.2229454476
205	0.222787868
206	0.2226701137
207	0.2224600656
208	0.2223643712
209	0.2221795654
210	0.222031686
211	0.2219146729
212	0.2217119925
213	0.2215708269
214	0.2214008876
215	0.2211648124
216	0.2209626988
217	0.220768062
218	0.220657632
219	0.2205615016
220	0.2203570121
221	0.2202420044
222	0.220032959
223	0.2198900277
224	0.2197714669
225	0.2197135707
226	0.2195755659
227	0.219430651
228	0.2192018563
229	0.2191563634
230	0.2191037205
231	0.218987078
232	0.2189114816
233	0.2187357657
234	0.2187122454
235	0.218611036
236	0.2184734671
237	0.2182803563
238	0.2182158988
239	0.218096793
240	0.217963562
241	0.217781808
242	0.2176513454
243	0.2175369263
244	0.2174150303
245	0.2172496469
246	0.2171730259
247	0.2170858111
248	0.2170285688
249	0.2168661063
250	0.2167374311
251	0.2166216169
252	0.2165045166
253	0.2163817923
254	0.2162815639
255	0.2160881696
256	0.2159707642
257	0.2159359305
258	0.2158793422
259	0.2157286726
260	0.2157009016
261	0.2155927822
262	0.2154410226
263	0.2153810992
264	0.2152329363
265	0.2151285008
266	0.2150280762
267	0.2149471174
268	0.214855957
269	0.2147563389
270	0.2146624756
271	0.214549517
272	0.2144086347
273	0.2143130275
274	0.2141690281
275	0.2140460859
276	0.2140294102
277	0.2139420646
278	0.2138633946
279	0.2137893895
280	0.2136310686
281	0.213550633
282	0.2134962899
283	0.2134019034
284	0.2132964652
285	0.2131606402
286	0.2131473214
287	0.213064161
288	0.2130081613
289	0.2129348755
290	0.2128676932
291	0.2127508981
292	0.2126147679
293	0.2125684902
294	0.2125138637
295	0.2124565778
296	0.212369254
297	0.2122309875
298	0.2122209603
299	0.2121099418
300	0.2120855059
301	0.2119981384
302	0.211897474
303	0.2118463135
304	0.2117515128
305	0.2116424125
306	0.2115487235
307	0.2112988717
308	0.2112570844
309	0.2111307199
310	0.2110505894
311	0.2109590585
312	0.2108708191
313	0.2108465576
314	0.2107655116
315	0.2107069179
316	0.2106102208
317	0.2105934797
318	0.2105790492
319	0.210503758
320	0.2104465376
321	0.2103489903
322	0.2102892194
323	0.2102213832
324	0.2101729911
325	0.2101171003
326	0.2100690569
327	0.2100133405
328	0.2098915754
329	0.2097897775
330	0.2097695269
331	0.2097317069
332	0.2096950858
333	0.2095961217
334	0.2095365252
335	0.2094696481
336	0.2093751744
337	0.2093055507
338	0.2092603411
339	0.2091340855
340	0.2090637643
341	0.2090214103
342	0.2088969421
343	0.2088651385
344	0.2088277326
345	0.2087881906
346	0.2087188285
347	0.2086407471
348	0.2085873195
349	0.2085719953
350	0.2084987531
351	0.2083833095
352	0.2083543396
353	0.2082840838
354	0.208283517
355	0.2082424055
356	0.2082230922
357	0.2082121059
358	0.2081518555
359	0.2081409127
360	0.208056379
361	0.2079845537
362	0.2079116821
363	0.2078550284
364	0.207787759
365	0.2077167184
366	0.2076066371
367	0.2075629752
368	0.2075069754
369	0.2073831613
370	0.2073756627
371	0.2072313581
372	0.2072106498
373	0.2071612113
374	0.2071062143
375	0.2070782907
376	0.2069902257
377	0.2069473703
378	0.2068898664
379	0.2068412563
380	0.2068066406
381	0.2067044067
382	0.2066200038
383	0.206539917
384	0.2064609201
385	0.206365509
386	0.2062824576
387	0.2062552752
388	0.2061681693
389	0.2061547852
390	0.2060730416
391	0.2059922791
392	0.2059479196
393	0.2058732605
394	0.2057650975
395	0.2057409014
396	0.2056706456
397	0.205638079
398	0.2055726842
399	0.2054624721
400	0.2054017421
401	0.2053639439
402	0.2053062221
403	0.205261492
404	0.2051913452
405	0.2051041957
406	0.205028207
407	0.2049598258
408	0.2049020386
409	0.2048764038
410	0.2048377773
411	0.2047557286
412	0.2046337891
413	0.2046118164
414	0.2046010481
415	0.2045371355
416	0.204491163
417	0.2044792829
418	0.2044045585
419	0.2043425206
420	0.2042706081
421	0.2042698887
422	0.2042081996
423	0.2041314261
424	0.2040666853
425	0.2040005057
426	0.2039680699
427	0.2038692147
428	0.2037795803
429	0.203762752
430	0.2037075806
431	0.2036471994
432	0.2036030361
433	0.2035578482
434	0.2035070365
435	0.2034819903
436	0.2034189715
437	0.2033315822
438	0.2032873753
439	0.2032545689
440	0.2032239205
441	0.2032109724
442	0.2031323242
443	0.2029613822
444	0.202925415
445	0.2028336443
446	0.2027835737
447	0.2027553885
448	0.2026231602
449	0.2025764247
450	0.2025368609
451	0.2024984959
452	0.2024535697
453	0.2024156407
454	0.2024041312
455	0.2023213414
456	0.202273734
457	0.2022110421
458	0.2021483067
459	0.2020723179
460	0.2019775827
461	0.2019155884
462	0.201836853
463	0.2018133109
464	0.2017729405
465	0.2017397417
466	0.2016721453
467	0.2015974862
468	0.2015422712
469	0.2015107291
470	0.2014862497
471	0.2014523751
472	0.2013939558
473	0.2013572911
474	0.2013222395
475	0.2012471226
476	0.2011990574
477	0.2011865888
478	0.2011526489
479	0.2011302185
480	0.2010210964
481	0.2009845843
482	0.2009688895
483	0.2009211513
484	0.2008366394
485	0.2007950265
486	0.2006893049
487	0.2005652291
488	0.2005147443
489	0.200390189
490	0.2003109959
491	0.2003101458
492	0.2001750619
493	0.200103629
494	0.2000517709
495	0.1999834769
496	0.1999652754
497	0.1999238586
498	0.1997750419
499	0.1996522958
500	0.1996082851
501	0.1995704433
502	0.1995164272
503	0.1994789777
504	0.1994111415
505	0.1993838065
506	0.1992947824
507	0.1992226737
508	0.1991884068
509	0.1990455845
510	0.1990298026
511	0.1989938572
512	0.1989746094
513	0.1989446804
514	0.1988969203
515	0.1988414655
516	0.1987409755
517	0.198702349
518	0.1986578369
519	0.1985988072
520	0.1985656084
521	0.1985358756
522	0.1985282244
523	0.1984496416
524	0.1984048898
525	0.1983677891
526	0.1982817514
527	0.1982195173
528	0.1981519427
529	0.198077567
530	0.1980353873
531	0.1980113002
532	0.1979737854
533	0.1978808594
534	0.1978461565
535	0.1978193011
536	0.197746582
537	0.1976987784
538	0.197669111
539	0.1976224627
540	0.1975852094
541	0.1974968175
542	0.197444022
543	0.1973880441
544	0.1973071071
545	0.1972371565
546	0.1971393258
547	0.1970614188
548	0.196927403
549	0.1968699428
550	0.1967387172
551	0.1966375732
552	0.1965297154
553	0.1964551653
554	0.1964211382
555	0.1963408552
556	0.1963003976
557	0.196250218
558	0.1962262617
559	0.1961578587
560	0.1960126168
561	0.1959024702
562	0.195834525
563	0.1957026672
564	0.1956586565
565	0.1956068856
566	0.1955472456
567	0.1955135018
568	0.1954541888
569	0.1953782872
570	0.1953364345
571	0.1953183855
572	0.1951974487
573	0.195187051
574	0.1951132202
575	0.1950674003
576	0.1949380929
577	0.1948300389
578	0.1947841535
579	0.1947578212
580	0.1947215489
581	0.1946481323
582	0.1945718384
583	0.1945094299
584	0.1944367545
585	0.1943926784
586	0.194332101
587	0.1943203081
588	0.1942319815
589	0.1941992623
590	0.1941657148
591	0.1941032628
592	0.1940337481
593	0.1939581299
594	0.1939396449
595	0.1938680158
596	0.1938198199
597	0.1937216187
598	0.1936164638
599	0.1935697283
600	0.1934750802
601	0.1933571952
602	0.1932882254
603	0.1931854466
604	0.1930932617
605	0.1930274745
606	0.1929541888
607	0.1928539821
608	0.1927002389
609	0.1926484026
610	0.1926348877
611	0.1925266811
612	0.1924815151
613	0.1924096244
614	0.1923741804
615	0.1922724261
616	0.1921857561
617	0.1920452009
618	0.1919973537
619	0.1919347709
620	0.1918588257
621	0.1918221828
622	0.1917691694
623	0.1917297145
624	0.1916619873
625	0.1915845163
626	0.1915400042
627	0.1914344788
628	0.1913489205
629	0.1913185338
630	0.1912295532
631	0.1911465454
632	0.1909988403
633	0.1909691511
634	0.1908614022
635	0.1907549177
636	0.1906607492
637	0.1905899484
638	0.1905082921
639	0.190435573
640	0.1903435189
641	0.1902925764
642	0.1901980591
643	0.1901580593
644	0.1900238473
645	0.1899902344
646	0.1898789978
647	0.1898377337
648	0.1897804478
649	0.1896387155
650	0.1895236206
651	0.1894767979
652	0.1893495832
653	0.1892827715
654	0.1892439488
655	0.1891819545
656	0.1890506417
657	0.1889752633
658	0.1888738578
659	0.1888099888
660	0.1887704468
661	0.1886799186
662	0.1886306763
663	0.1885792759
664	0.1885485404
665	0.1884224156
666	0.1883687919
667	0.188296596
668	0.1882455662
669	0.1881401062
670	0.1881142753
671	0.1880102103
672	0.1879681179
673	0.1878615025
674	0.1877806745
675	0.1876962498
676	0.1875880214
677	0.1874748884
678	0.1873767526
679	0.1873345947
680	0.187222508
681	0.1871237619
682	0.1869846017
683	0.186949986
684	0.1868466187
685	0.1867770822
686	0.1867054313
687	0.1866479056
688	0.1865756226
689	0.1864761353
690	0.1863660758
691	0.1862729536
692	0.1861945452
693	0.1860742841
694	0.1860067313
695	0.1859069388
696	0.1858144706
697	0.1857076372
698	0.1856376866
699	0.1855662537
700	0.1854915074
701	0.1854275513
702	0.1853488159
703	0.1852614267
704	0.1851948765
705	0.1851099069
706	0.1850161525
707	0.1848862348
708	0.1847881426
709	0.1847325134
710	0.184682203
711	0.1846420506
712	0.1845306396
713	0.1844248744
714	0.1843504116
715	0.1843102591
716	0.184208374
717	0.1841315569
718	0.1840108381
719	0.1839205933
720	0.1838240705
721	0.1837581961
722	0.1836523873
723	0.1835754177
724	0.1834489223
725	0.1833615112
726	0.1832867868
727	0.1832063075
728	0.1831413923
729	0.1830773708
730	0.1829903957
731	0.1828913225
732	0.1828323364
733	0.1827161734
734	0.1826200976
735	0.1824963924
736	0.1823832158
737	0.1823237392
738	0.1822507368
739	0.1821308899
740	0.1820416151
741	0.181921245
742	0.1818364607
743	0.1817560032
744	0.18168493
745	0.1816127995
746	0.1815331813
747	0.181392092
748	0.1813455527
749	0.1813204302
750	0.1812556458
751	0.1811590031
752	0.1810949053
753	0.1810118212
754	0.1808950915
755	0.1808656747
756	0.1807518659
757	0.1806780788
758	0.1806049783
759	0.1805214037
760	0.1804976981
761	0.1804148647
762	0.1803479549
763	0.1802676392
764	0.1801740483
765	0.1800927625
766	0.1800068229
767	0.1799443926
768	0.1798394557
769	0.1797639683
770	0.1797055926
771	0.1795840454
772	0.1795123291
773	0.179446313
774	0.1793859972
775	0.1792788696
776	0.1791933986
777	0.179113072
778	0.1790422712
779	0.1789722334
780	0.1789239502
781	0.1788452584
782	0.1787790789
783	0.178681281
784	0.1785825348
785	0.1784911782
786	0.1784257725
787	0.1783422634
788	0.1782786124
789	0.1782109288
790	0.178137207
791	0.1780676814
792	0.1779674748
793	0.1778840964
794	0.1777912249
795	0.1777045114
796	0.1776135472
797	0.1775519998
798	0.1774700819
799	0.1773730905
800	0.1773033578
801	0.1772150748
802	0.1771326774
803	0.1770262364
804	0.1769661059
805	0.1769018446
806	0.1768242863
807	0.1767510005
808	0.1766848101
809	0.176578173
810	0.1764286368
811	0.176363024
812	0.1762640817
813	0.1761767033
814	0.1761110142
815	0.1760399846
816	0.175992181
817	0.1759301104
818	0.1758573696
819	0.1757804762
820	0.175701185
821	0.1756225913
822	0.1755384827
823	0.175472423
824	0.1754070609
825	0.1753357043
826	0.1752643694
827	0.1751981463
828	0.1751335798
829	0.1750572859
830	0.1749875532
831	0.1749191502
832	0.17485369
833	0.1747863116
834	0.1746914782
835	0.1746285248
836	0.1745543671
837	0.1744631958
838	0.1744044931
839	0.1743054308
840	0.1742321559
841	0.1741431318
842	0.1740560695
843	0.1739810181
844	0.1739125279
845	0.1737968009
846	0.1737224906
847	0.1736662292
848	0.1735928781
849	0.1735175868
850	0.1734439087
851	0.1733564758
852	0.1732488142
853	0.173192967
854	0.1731328038
855	0.1730604771
856	0.1729845101
857	0.1729339709
858	0.1728799983
859	0.1728215681
860	0.1727612741
861	0.1726890019
862	0.1726194109
863	0.172566234
864	0.172472229
865	0.1723803602
866	0.1723248727
867	0.1722543335
868	0.1721835981
869	0.1721233913
870	0.1720759474
871	0.1719919586
872	0.1719159698
873	0.1718665423
874	0.1717928859
875	0.1717231641
876	0.1716686358
877	0.1715996225
878	0.1715488325
879	0.1714967564
880	0.1714409964
881	0.1713359942
882	0.171252376
883	0.1711978476
884	0.1711149052
885	0.1710249765
886	0.1709668841
887	0.1708797673
888	0.1708261435
889	0.1707721819
890	0.1707252175
891	0.1706710815
892	0.170559082
893	0.1704852731
894	0.1704286848
895	0.1703478132
896	0.1702856009
897	0.1702049473
898	0.1701494053
899	0.1700882285
900	0.1700210026
901	0.1699488177
902	0.1698831286
903	0.1698287637
904	0.1697752162
905	0.1696941594
906	0.1696349553
907	0.1695867593
908	0.16953428
909	0.1694548689
910	0.1694039263
911	0.169301409
912	0.169251273
913	0.1691799927
914	0.1691013336
915	0.1690229252
916	0.1689611816
917	0.1688849531
918	0.1688203975
919	0.168768801
920	0.1686751011
921	0.1686241804
922	0.1685633523
923	0.1685147749
924	0.1684643337
925	0.1684146881
926	0.1683668409
927	0.1682968903
928	0.1682260132
929	0.168157305
930	0.1680747114
931	0.16801954
932	0.1679725865
933	0.1679263524
934	0.1678805651
935	0.1678037916
936	0.1677331107
937	0.1676671709
938	0.1675979069
939	0.1675544848
940	0.1674873679
941	0.1674415588
942	0.1673759678
943	0.1673134504
944	0.1672720555
945	0.1672032057
946	0.167137255
947	0.1670303454
948	0.1669725037
949	0.1669315447
950	0.1668913923
951	0.1668205697
952	0.1667495074
953	0.1666818019
954	0.1665799386
955	0.166523165
956	0.1664836666
957	0.16639534
958	0.1663506317
959	0.1662840925
960	0.1662185233
961	0.166154905
962	0.1660685512
963	0.1659791129
964	0.1659171186
965	0.1658090973
966	0.1657707214
967	0.1657052285
968	0.1656672777
969	0.1656194414
970	0.1655599649
971	0.1654958126
972	0.1654591588
973	0.1653973171
974	0.1653130886
975	0.1652393886
976	0.1652030727
977	0.165126321
978	0.1650539071
979	0.1649784197
980	0.1648893738
981	0.1648279245
982	0.1647922843
983	0.1647299957
984	0.1646694728
985	0.1646241106
986	0.1645579965
987	0.1645100839
988	0.1644632176
989	0.1644063241
990	0.1643460955
991	0.1642866298
992	0.1642143685
993	0.1641535405
994	0.1640824672
995	0.1640007346
996	0.1639559501
997	0.1638894326
998	0.1638548388
999	0.1637746102
